Date,Away_Team,Away_Score,Home_Team,Home_Score
2022-02-09,Maine,73,UAlbany,63
2022-02-09,Central Ark.,72,Kennesaw St.,83
2022-02-09,North Ala.,60,FGCU,92
2022-02-09,Jacksonville St.,57,Stetson,63
2022-02-09,Baylor,75,Kansas St.,60
2022-02-09,Wright St.,79,Green Bay,62
2022-02-09,Northern Ky.,75,Milwaukee,39
2022-02-09,Wofford,60,Samford,65
2022-02-09,Southern Ill.,44,UNI,53
2022-02-09,Tulane,69,Memphis,80
2022-02-09,Alabama,97,Ole Miss,83
2022-02-09,Minnesota,65,Nebraska,78
2022-02-09,Pittsburgh,56,Florida St.,51
2022-02-09,Georgetown,74,DePaul,82
2022-02-09,Tennessee,72,Mississippi St.,63
2022-02-09,Loyola Chicago,61,Bradley,68
2022-02-09,Texas Tech,55,Oklahoma,70
2022-02-09,San Diego St.,72,San Jose St.,62
2022-02-09,California,63,Oregon St.,61
2022-02-10,William & Mary,60,Towson,75
2022-02-10,Ga. Southern,61,App State,65
2022-02-10,UIC,76,Cleveland St.,75
2022-02-10,FIU,72,Marshall,71
2022-02-10,The Citadel,66,UNC Greensboro,86
2022-02-10,Georgia St.,61,Coastal Carolina,50
2022-02-10,Saint Francis (PA),78,Fairleigh Dickinson,65
2022-02-10,Elon,70,James Madison,66
2022-02-10,Hofstra,83,Drexel,73
2022-02-10,Iowa,110,Maryland,87
2022-02-10,Mercer,79,VMI,85
2022-02-10,Southern Miss.,63,UAB,84
2022-02-10,Arkansas St.,77,Troy,79
2022-02-10,Mount St. Mary's,57,Wagner,69
2022-02-10,North Dakota St.,84,Western Ill.,81
2022-02-10,Northeastern,61,Delaware,74
2022-02-10,Bryant,99,Sacred Heart,86
2022-02-10,Louisiana Tech,82,Charlotte,77
2022-02-10,Old Dominion,48,Middle Tenn.,63
2022-02-10,Indiana St.,80,Evansville,77
2022-02-10,IUPUI,57,Purdue Fort Wayne,72
2022-02-10,UT Arlington,71,ULM,74
2022-02-10,North Dakota,78,St. Thomas (MN),70
2022-02-10,UIW,58,Nicholls,69
2022-02-10,Morehead St.,47,Belmont,48
2022-02-10,South Dakota,91,Omaha,69
2022-02-10,A&M-Corpus Christi,69,New Orleans,78
2022-02-10,Duke,82,Clemson,64
2022-02-10,Little Rock,46,South Alabama,77
2022-02-10,Grand Canyon,79,Utah Valley,69
2022-02-10,SFA,81,Chicago St.,61
2022-02-10,Fla. Atlantic,69,Western Ky.,76
2022-02-10,Murray St.,73,Tennessee St.,62
2022-02-10,Tennessee Tech,73,Eastern Ill.,62
2022-02-10,UT Martin,63,SIUE,71
2022-02-10,Houston Baptist,76,Northwestern St.,69
2022-02-10,Southeast Mo. St.,66,Austin Peay,74
2022-02-10,Arizona,72,Washington St.,60
2022-02-10,McNeese,86,Southeastern La.,91
2022-02-10,Northern Ariz.,72,Montana,67
2022-02-10,South Dakota St.,84,Denver,61
2022-02-10,Portland St.,74,Montana St.,77
2022-02-10,New Mexico St.,77,Dixie St.,69
2022-02-10,Idaho St.,79,Idaho,70
2022-02-10,Stanford,60,Oregon,68
2022-02-10,Pacific,51,Gonzaga,89
2022-02-10,Weber St.,67,Eastern Wash.,75
2022-02-10,San Diego,57,Saint Mary's (CA),86
2022-02-10,Purdue,58,Michigan,82
2022-02-10,UC Riverside,56,UC Irvine,66
2022-02-10,Lamar University,61,California Baptist,83
2022-02-10,CSUN,83,Cal Poly,78
2022-02-10,UTRGV,59,Seattle U,67
2022-02-10,Northern Colo.,79,Sacramento St.,61
2022-02-10,UC Santa Barbara,74,CSU Bakersfield,62
2022-02-10,BYU,83,LMU (CA),82
2022-02-10,Arizona St.,64,Washington,87
2022-02-11,Long Beach St.,73,Hawaii,66
2022-02-11,UConn,68,Xavier,74
2022-02-11,Detroit Mercy,69,Youngstown St.,82
2022-02-11,Iona,64,Siena,70
2022-02-11,Rider,58,Saint Peter's,49
2022-02-11,Oakland,71,Robert Morris,68
2022-02-11,Wright St.,57,Milwaukee,60
2022-02-11,Northern Ky.,71,Green Bay,62
2022-02-11,Nevada,85,Utah St.,72
2022-02-11,St. Bonaventure,68,Saint Louis,61
2022-02-11,Fresno St.,50,Colorado St.,65
2022-02-11,UNLV,63,Boise St.,69
2022-02-12,Kent St.,66,Akron,64
2022-02-12,Texas A&M,58,Auburn,75
2022-02-12,Texas,63,Baylor,80
2022-02-12,Arkansas,67,Alabama,68
2022-02-12,Lafayette,73,Lehigh,69
2022-02-12,Creighton,80,Georgetown,66
2022-02-12,Saint Joseph's,67,Massachusetts,69
2022-02-12,Seton Hall,67,Villanova,73
2022-02-12,Merrimack,80,Wagner,65
2022-02-12,Niagara,53,Fairfield,73
2022-02-12,American,67,Boston U.,85
2022-02-12,Sacred Heart,75,Fairleigh Dickinson,82
2022-02-12,Oklahoma,69,Kansas,71
2022-02-12,Illinois St.,57,Indiana St.,60
2022-02-12,St. Francis Brooklyn,67,Central Conn. St.,50
2022-02-12,Navy,52,Army West Point,49
2022-02-12,Bryant,88,LIU,99
2022-02-12,Northern Ariz.,70,Montana St.,72
2022-02-12,Holy Cross,78,Bucknell,72
2022-02-12,Ball St.,74,Buffalo,80
2022-02-12,Ga. Southern,58,Coastal Carolina,79
2022-02-12,Northeastern,51,Drexel,67
2022-02-12,Charleston So.,65,Gardner-Webb,82
2022-02-12,South Carolina,80,Georgia,68
2022-02-12,Temple,83,Tulane,92
2022-02-12,New Hampshire,69,Binghamton,60
2022-02-12,Brown,81,Cornell,80
2022-02-12,Elon,50,Towson,86
2022-02-12,Davidson,65,Rhode Island,72
2022-02-12,N.C. Central,74,Morgan St.,64
2022-02-12,Yale,84,Columbia,59
2022-02-12,Florida St.,74,North Carolina,94
2022-02-12,Harvard,74,Penn,82
2022-02-12,Chattanooga,64,Furman,58
2022-02-12,George Washington,54,Dayton,80
2022-02-12,Rutgers,73,Wisconsin,65
2022-02-12,West Virginia,58,Oklahoma St.,81
2022-02-12,Sam Houston,72,Chicago St.,59
2022-02-12,NC State,69,Pittsburgh,71
2022-02-12,North Texas,67,Rice,44
2022-02-12,Miami (FL),76,Wake Forest,72
2022-02-12,UT Arlington,80,Louisiana,77
2022-02-12,Texas St.,63,ULM,54
2022-02-12,North Dakota,68,Western Ill.,70
2022-02-12,IUPUI,45,Cleveland St.,83
2022-02-12,Ohio,74,Eastern Mich.,56
2022-02-12,Bowling Green,78,Miami (OH),94
2022-02-12,Indiana,61,Michigan St.,76
2022-02-12,The Citadel,83,VMI,79
2022-02-12,Memphis,69,Houston,59
2022-02-12,Dartmouth,40,Princeton,85
2022-02-12,McNeese,80,Northwestern St.,75
2022-02-12,South Carolina St.,66,Coppin St.,58
2022-02-12,Florida,57,Kentucky,78
2022-02-12,William & Mary,55,James Madison,69
2022-02-12,TCU,69,Texas Tech,82
2022-02-12,Stetson,82,FGCU,89
2022-02-12,Murray St.,57,Morehead St.,53
2022-02-12,Samford,77,ETSU,73
2022-02-12,Delaware St.,72,Howard,85
2022-02-12,Western Ky.,71,UTSA,65
2022-02-12,A&M-Corpus Christi,80,Nicholls,83
2022-02-12,UC Riverside,62,UC San Diego,85
2022-02-12,New Mexico St.,68,Utah Valley,72
2022-02-12,VCU,85,George Mason,70
2022-02-12,South Dakota,84,Denver,76
2022-02-12,Mount St. Mary's,54,Saint Francis (PA),52
2022-02-12,Kansas St.,75,Iowa St.,69
2022-02-12,Longwood,62,N.C. A&T,70
2022-02-12,Georgia Tech,53,Virginia,63
2022-02-12,Valparaiso,66,Missouri St.,84
2022-02-12,Georgia St.,58,App State,49
2022-02-12,UNC Asheville,83,USC Upstate,56
2022-02-12,Bethune-Cookman,71,Alcorn,63
2022-02-12,Southern Utah,83,Sacramento St.,57
2022-02-12,Lamar University,50,Seattle U,76
2022-02-12,California,78,Oregon,64
2022-02-12,Grambling,65,Texas Southern,68
2022-02-12,Marquette,79,Butler,85
2022-02-12,Toledo,100,NIU,72
2022-02-12,Bellarmine,75,North Ala.,69
2022-02-12,Tennessee Tech,60,SIUE,61
2022-02-12,UT Martin,70,Eastern Ill.,82
2022-02-12,Presbyterian,61,Winthrop,65
2022-02-12,Belmont,81,Southeast Mo. St.,72
2022-02-12,UMBC,71,UMass Lowell,88
2022-02-12,Duke,72,Boston College,61
2022-02-12,UIW,57,New Orleans,84
2022-02-12,Eastern Ky.,73,Lipscomb,83
2022-02-12,Tennessee St.,52,Austin Peay,54
2022-02-12,Colgate,64,Loyola Maryland,56
2022-02-12,Central Ark.,72,Jacksonville St.,62
2022-02-12,Houston Baptist,84,Southeastern La.,89
2022-02-12,Weber St.,79,Idaho,83
2022-02-12,Mississippi Val.,92,Alabama A&M,94
2022-02-12,Idaho St.,72,Eastern Wash.,75
2022-02-12,Little Rock,66,Troy,62
2022-02-12,Omaha,61,South Dakota St.,82
2022-02-12,Fordham,65,Duquesne,54
2022-02-12,Ark.-Pine Bluff,75,Alabama St.,70
2022-02-12,North Florida,74,Kennesaw St.,72
2022-02-12,Radford,60,Hampton,54
2022-02-12,Campbell,60,High Point,42
2022-02-12,UMES,63,Norfolk St.,70
2022-02-12,SMU,80,East Carolina,66
2022-02-12,La Salle,63,Richmond,77
2022-02-12,Arizona,92,Washington,68
2022-02-12,Vanderbilt,64,Tennessee,73
2022-02-12,Liberty,69,Jacksonville,73
2022-02-12,Ohio St.,68,Michigan,57
2022-02-12,Syracuse,59,Virginia Tech,71
2022-02-12,San Francisco,74,Santa Clara,58
2022-02-12,Hofstra,80,Delaware,66
2022-02-12,Florida A&M,56,Jackson St.,60
2022-02-12,Southern U.,77,Prairie View,84
2022-02-12,DePaul,73,Providence,76
2022-02-12,Col. of Charleston,79,UNCW,85
2022-02-12,Notre Dame,76,Clemson,61
2022-02-12,UIC,66,Purdue Fort Wayne,73
2022-02-12,Canisius,70,Marist,71
2022-02-12,Arkansas St.,51,South Alabama,70
2022-02-12,Hartford,65,NJIT,49
2022-02-12,Western Caro.,57,Wofford,69
2022-02-12,Vermont,76,UAlbany,63
2022-02-12,Central Mich.,63,Western Mich.,77
2022-02-12,North Dakota St.,75,St. Thomas (MN),64
2022-02-12,South Fla.,69,Wichita St.,73
2022-02-12,Kansas City,86,Oral Roberts,91
2022-02-12,Utah,76,Colorado,81
2022-02-12,Pacific,54,San Diego,60
2022-02-12,Cincinnati,77,Tulsa,83
2022-02-12,Mississippi St.,65,LSU,69
2022-02-12,Evansville,62,Southern Ill.,69
2022-02-12,Abilene Christian,77,Tarleton St.,63
2022-02-12,Drake,59,Bradley,68
2022-02-12,Air Force,64,San Diego St.,76
2022-02-12,Penn St.,70,Minnesota,76
2022-02-12,Ole Miss,68,Missouri,74
2022-02-12,Portland St.,76,Montana,85
2022-02-12,Grand Canyon,60,Dixie St.,61
2022-02-12,Wyoming,74,San Jose St.,52
2022-02-12,Saint Mary's (CA),58,Gonzaga,74
2022-02-12,BYU,91,Pepperdine,85
2022-02-12,LMU (CA),76,Portland,86
2022-02-12,CSUN,71,CSU Bakersfield,65
2022-02-12,Arizona St.,58,Washington St.,55
2022-02-12,UC Santa Barbara,69,Cal Poly,64
2022-02-12,UTRGV,72,California Baptist,80
2022-02-12,UCLA,64,Southern California,67
2022-02-12,Stanford,76,Oregon St.,65
2022-02-13,Cal St. Fullerton,55,Hawaii,72
2022-02-13,UConn,63,St. John's (NY),60
2022-02-13,Northern Ky.,75,Wright St.,71
2022-02-13,Robert Morris,73,Youngstown St.,68
2022-02-13,Detroit Mercy,59,Oakland,75
2022-02-13,Stony Brook,85,Maine,74
2022-02-13,Maryland,61,Purdue,62
2022-02-13,Monmouth,62,Iona,70
2022-02-13,Siena,76,Rider,75
2022-02-13,Manhattan,83,Quinnipiac,66
2022-02-13,Nebraska,75,Iowa,98
2022-02-13,UAB,72,Old Dominion,81
2022-02-13,Green Bay,44,Milwaukee,54
2022-02-13,Northwestern,66,Illinois,73
2022-02-13,Charlotte,63,Middle Tenn.,78
2022-02-13,Marshall,88,UTEP,79
2022-02-13,Mercer,73,UNC Greensboro,64
2022-02-13,Colorado St.,77,Boise St.,74
2022-02-13,UNI,58,Loyola Chicago,85
2022-02-14,William & Mary,73,UNCW,80
2022-02-14,UMBC,62,New Hampshire,68
2022-02-14,Saint Louis,79,St. Bonaventure,83
2022-02-14,Eastern Ill.,54,Austin Peay,62
2022-02-14,Lafayette,61,Colgate,69
2022-02-14,Niagara,70,Marist,77
2022-02-14,Bucknell,77,Lehigh,86
2022-02-14,N.C. Central,77,Coppin St.,74
2022-02-14,Canisius,76,Fairfield,80
2022-02-14,Cleveland St.,98,Purdue Fort Wayne,102
2022-02-14,American,60,Holy Cross,54
2022-02-14,Virginia,53,Virginia Tech,62
2022-02-14,West Virginia,73,Kansas St.,78
2022-02-14,Vermont,74,Hartford,75
2022-02-14,Tulsa,67,UCF,76
2022-02-14,James Madison,60,Delaware,81
2022-02-14,Duquesne,61,Davidson,72
2022-02-14,Drexel,75,Col. of Charleston,79
2022-02-14,South Carolina St.,66,Morgan St.,76
2022-02-14,Norfolk St.,69,Delaware St.,66
2022-02-14,Howard,77,UMES,71
2022-02-14,IUPUI,54,UIC,57
2022-02-14,Ark.-Pine Bluff,69,Alabama A&M,74
2022-02-14,Southern Utah,95,Northern Colo.,100
2022-02-14,Western Ky.,87,Southern Miss.,77
2022-02-14,Florida A&M,56,Alcorn,68
2022-02-14,Bethune-Cookman,51,Jackson St.,71
2022-02-14,Grambling,70,Prairie View,71
2022-02-14,Southern U.,70,Texas Southern,58
2022-02-14,Georgetown,77,Creighton,88
2022-02-14,Dayton,63,Rhode Island,57
2022-02-14,Washington St.,59,Oregon,62
2022-02-14,Mississippi Val.,85,Alabama St.,71
2022-02-14,Oklahoma St.,62,Kansas,76
2022-02-15,High Point,66,Longwood,70
2022-02-15,Akron,57,Western Mich.,61
2022-02-15,Kent St.,72,Toledo,59
2022-02-15,Michigan St.,58,Penn St.,62
2022-02-15,South Carolina,77,Ole Miss,74
2022-02-15,Merrimack,70,Sacred Heart,63
2022-02-15,NIU,64,Ball St.,58
2022-02-15,Wake Forest,74,Duke,76
2022-02-15,Clemson,80,Florida St.,81
2022-02-15,Liberty,69,North Florida,72
2022-02-15,Texas,80,Oklahoma,78
2022-02-15,Eastern Mich.,75,Central Mich.,70
2022-02-15,Miami (OH),78,Ohio,91
2022-02-15,Buffalo,112,Bowling Green,85
2022-02-15,VCU,66,Fordham,61
2022-02-15,Florida,55,Texas A&M,56
2022-02-15,Memphis,81,Cincinnati,74
2022-02-15,Iona,70,Saint Peter's,61
2022-02-15,Hofstra,97,Elon,64
2022-02-15,Tulane,76,South Fla.,57
2022-02-15,NC State,76,Georgia Tech,61
2022-02-15,Bushnell,39,Portland,84
2022-02-15,Villanova,89,Providence,84
2022-02-15,UNI,72,Illinois St.,70
2022-02-15,Bradley,57,Southern Ill.,65
2022-02-15,Indiana St.,70,Missouri St.,79
2022-02-15,Minnesota,45,Ohio St.,70
2022-02-15,Colorado,90,Oregon St.,64
2022-02-15,Wisconsin,74,Indiana,69
2022-02-15,Wyoming,66,New Mexico,75
2022-02-15,Arkansas,76,Missouri,57
2022-02-15,Butler,73,DePaul,71
2022-02-15,Iowa St.,54,TCU,51
2022-02-15,Kentucky,63,Tennessee,76
2022-02-15,Utah St.,56,San Diego St.,75
2022-02-15,UC Irvine,56,UC San Diego,50
2022-02-15,San Jose St.,72,Nevada,81
2022-02-16,Manhattan,74,Fairfield,67
2022-02-16,Colgate,100,Army West Point,90
2022-02-16,Presbyterian,55,USC Upstate,60
2022-02-16,Campbell,67,Radford,71
2022-02-16,St. John's (NY),86,Xavier,73
2022-02-16,UMass Lowell,55,NJIT,59
2022-02-16,Massachusetts,71,St. Bonaventure,83
2022-02-16,Jacksonville,67,Stetson,45
2022-02-16,Maine,65,Hartford,75
2022-02-16,Kennesaw St.,76,FGCU,82
2022-02-16,N.C. A&T,82,Hampton,93
2022-02-16,Boston U.,78,Holy Cross,65
2022-02-16,Boston College,95,Notre Dame,99
2022-02-16,UAlbany,68,Binghamton,67
2022-02-16,Winthrop,81,Gardner-Webb,70
2022-02-16,Navy,55,American,46
2022-02-16,Miami (FL),70,Louisville,63
2022-02-16,Vermont,71,New Hampshire,50
2022-02-16,Stony Brook,84,UMBC,95
2022-02-16,Illinois,59,Rutgers,70
2022-02-16,UNC Asheville,85,Charleston So.,66
2022-02-16,Furman,103,Western Caro.,85
2022-02-16,ETSU,56,Mercer,65
2022-02-16,Mississippi St.,75,Alabama,80
2022-02-16,George Mason,75,Saint Joseph's,70
2022-02-16,Wofford,65,The Citadel,58
2022-02-16,Loyola Maryland,68,Lafayette,77
2022-02-16,Georgia,65,LSU,84
2022-02-16,Chicago St.,71,SFA,88
2022-02-16,North Ala.,76,Eastern Ky.,80
2022-02-16,George Washington,73,Duquesne,52
2022-02-16,Seattle U,102,UTRGV,62
2022-02-16,Utah Valley,69,Tarleton St.,56
2022-02-16,Pittsburgh,76,North Carolina,67
2022-02-16,Georgetown,66,Marquette,77
2022-02-16,Loyola Chicago,71,Valparaiso,69
2022-02-16,Bellarmine,79,Central Ark.,69
2022-02-16,Jacksonville St.,78,Lipscomb,67
2022-02-16,Evansville,51,Drake,73
2022-02-16,La Salle,64,Saint Louis,90
2022-02-16,Seton Hall,65,UConn,70
2022-02-16,Baylor,73,Texas Tech,83
2022-02-16,Purdue,70,Northwestern,64
2022-02-16,Morehead St.,68,UT Martin,60
2022-02-16,Vanderbilt,80,Auburn,94
2022-02-16,SMU,57,Temple,64
2022-02-16,Dixie St.,64,New Mexico St.,75
2022-02-16,Boise St.,85,Air Force,59
2022-02-16,Grand Canyon,65,California Baptist,60
2022-02-16,UNLV,60,Fresno St.,57
2022-02-16,Gonzaga,86,Pepperdine,66
2022-02-17,Buffalo,83,Eastern Mich.,69
2022-02-17,Minnesota,46,Penn St.,67
2022-02-17,Towson,79,UNCW,55
2022-02-17,Troy,67,App State,61
2022-02-17,North Texas,54,Fla. Atlantic,51
2022-02-17,UIC,79,Youngstown St.,88
2022-02-17,James Madison,71,Col. of Charleston,63
2022-02-17,IUPUI,66,Robert Morris,56
2022-02-17,Wichita St.,76,Cincinnati,85
2022-02-17,Drexel,72,William & Mary,57
2022-02-17,St. Francis Brooklyn,64,Mount St. Mary's,55
2022-02-17,Austin Peay,56,Murray St.,91
2022-02-17,Fairleigh Dickinson,44,Merrimack,64
2022-02-17,South Alabama,71,Coastal Carolina,68
2022-02-17,Ga. Southern,63,Georgia St.,79
2022-02-17,Wagner,76,Sacred Heart,67
2022-02-17,NIU,66,Akron,63
2022-02-17,Michigan,84,Iowa,79
2022-02-17,UNC Greensboro,73,Chattanooga,70
2022-02-17,LIU,81,Saint Francis (PA),63
2022-02-17,East Carolina,65,South Fla.,57
2022-02-17,Delaware,71,Elon,62
2022-02-17,Middle Tenn.,71,FIU,65
2022-02-17,Old Dominion,63,Marshall,67
2022-02-17,Central Conn. St.,61,Bryant,75
2022-02-17,UTEP,63,Louisiana Tech,60
2022-02-17,Louisiana,78,ULM,77
2022-02-17,Oregon St.,69,Arizona,83
2022-02-17,Abilene Christian,71,Sam Houston,75
2022-02-17,St. Thomas (MN),60,South Dakota,81
2022-02-17,Denver,69,Omaha,72
2022-02-17,Kansas City,80,North Dakota,65
2022-02-17,McNeese,73,Nicholls,82
2022-02-17,Oral Roberts,59,North Dakota St.,77
2022-02-17,Eastern Ill.,57,Belmont,81
2022-02-17,VMI,99,Samford,100
2022-02-17,Western Ill.,66,South Dakota St.,91
2022-02-17,Rice,68,UAB,92
2022-02-17,Arkansas St.,67,Texas St.,84
2022-02-17,Charlotte,67,Western Ky.,77
2022-02-17,UTSA,98,Southern Miss.,79
2022-02-17,Little Rock,70,UT Arlington,85
2022-02-17,Southeastern La.,83,A&M-Corpus Christi,74
2022-02-17,SIUE,65,Tennessee St.,81
2022-02-17,Southeast Mo. St.,94,Tennessee Tech,98
2022-02-17,Northwestern St.,88,UIW,64
2022-02-17,Montana,76,Idaho,82
2022-02-17,Oregon,57,Arizona St.,81
2022-02-17,Northern Colo.,58,Idaho St.,61
2022-02-17,Sacramento St.,50,Weber St.,65
2022-02-17,Montana St.,86,Eastern Wash.,88
2022-02-17,Longwood,78,High Point,71
2022-02-17,Colorado St.,83,New Mexico,68
2022-02-17,UCF,52,Houston,70
2022-02-17,Colorado,70,California,62
2022-02-17,CSU Bakersfield,69,UC Riverside,79
2022-02-17,Cal St. Fullerton,67,UC Santa Barbara,58
2022-02-17,Hawaii,65,UC San Diego,53
2022-02-17,Northern Ariz.,67,Portland St.,68
2022-02-17,Santa Clara,84,LMU (CA),80
2022-02-17,Long Beach St.,72,CSUN,59
2022-02-17,San Diego,60,Portland,92
2022-02-17,San Francisco,64,Saint Mary's (CA),69
2022-02-17,Creighton,71,DePaul,59
2022-02-17,Utah,60,Stanford,56
2022-02-17,Washington St.,56,UCLA,76
2022-02-17,Washington,69,Southern California,79
2022-02-18,Nevada,90,San Jose St.,60
2022-02-18,Butler,57,St. John's (NY),91
2022-02-18,Missouri,49,Mississippi St.,68
2022-02-18,Ohio,52,Kent St.,75
2022-02-18,Rider,58,Monmouth,60
2022-02-18,Saint Peter's,70,Fairfield,59
2022-02-18,Richmond,57,VCU,77
2022-02-18,Penn,72,Yale,81
2022-02-18,Princeton,69,Brown,50
2022-02-18,Cornell,59,Dartmouth,71
2022-02-18,Marist,62,Siena,53
2022-02-18,Columbia,54,Harvard,62
2022-02-18,Northern Ky.,52,Detroit Mercy,60
2022-02-18,Cleveland St.,78,Milwaukee,61
2022-02-18,Purdue Fort Wayne,74,Green Bay,55
2022-02-18,Maryland,90,Nebraska,74
2022-02-18,Wright St.,78,Oakland,74
2022-02-19,Wofford,69,Furman,70
2022-02-19,Boston College,56,Syracuse,76
2022-02-19,Illinois,79,Michigan St.,74
2022-02-19,Holy Cross,55,Navy,50
2022-02-19,Xavier,61,UConn,72
2022-02-19,Tulsa,65,South Fla.,57
2022-02-19,TCU,62,Baylor,72
2022-02-19,UMBC,59,Vermont,86
2022-02-19,La Salle,74,Massachusetts,80
2022-02-19,Texas Tech,61,Texas,55
2022-02-19,Niagara,65,Canisius,54
2022-02-19,Central Conn. St.,68,Wagner,78
2022-02-19,Notre Dame,74,Wake Forest,79
2022-02-19,Ole Miss,85,Georgia,68
2022-02-19,ETSU,77,The Citadel,67
2022-02-19,Alabama,81,Kentucky,90
2022-02-19,Fairleigh Dickinson,93,Bryant,105
2022-02-19,Dayton,74,Saint Joseph's,62
2022-02-19,Southern Ill.,76,Indiana St.,72
2022-02-19,UTEP,84,Southern Miss.,70
2022-02-19,Boston U.,53,Colgate,72
2022-02-19,Oral Roberts,87,North Dakota,73
2022-02-19,Army West Point,67,American,83
2022-02-19,Northeastern,73,Hofstra,76
2022-02-19,Kansas St.,79,Oklahoma St.,82
2022-02-19,Kansas City,85,North Dakota St.,71
2022-02-19,Oklahoma,54,Iowa St.,75
2022-02-19,Morgan St.,66,Howard,68
2022-02-19,High Point,64,Radford,66
2022-02-19,Auburn,62,Florida,63
2022-02-19,Illinois St.,64,Bradley,72
2022-02-19,Valparaiso,72,Evansville,56
2022-02-19,Mercer,65,Western Caro.,69
2022-02-19,IUPUI,61,Youngstown St.,74
2022-02-19,Iowa,75,Ohio St.,62
2022-02-19,Akron,67,Eastern Mich.,48
2022-02-19,Sacred Heart,79,Merrimack,80
2022-02-19,Georgia St.,58,Ga. Southern,49
2022-02-19,Tarleton St.,79,Chicago St.,60
2022-02-19,UNC Greensboro,49,Samford,55
2022-02-19,Arkansas St.,58,UT Arlington,49
2022-02-19,St. Thomas (MN),60,South Dakota St.,79
2022-02-19,Clemson,61,Louisville,70
2022-02-19,Saint Louis,58,Davidson,79
2022-02-19,LSU,75,South Carolina,77
2022-02-19,Lafayette,89,Bucknell,92
2022-02-19,Hawaii,52,UC Irvine,77
2022-02-19,Eastern Ill.,49,Tennessee St.,63
2022-02-19,Towson,80,Col. of Charleston,77
2022-02-19,Delaware,73,William & Mary,69
2022-02-19,Southeast Mo. St.,92,Morehead St.,84
2022-02-19,LIU,66,Mount St. Mary's,61
2022-02-19,Delaware St.,79,N.C. Central,84
2022-02-19,Middle Tenn.,87,Fla. Atlantic,79
2022-02-19,Norfolk St.,89,Coppin St.,59
2022-02-19,Western Mich.,73,Buffalo,87
2022-02-19,SFA,70,Lamar University,56
2022-02-19,Houston Baptist,70,Nicholls,84
2022-02-19,North Texas,58,UAB,57
2022-02-19,Jackson St.,60,Alcorn,61
2022-02-19,Troy,63,Coastal Carolina,73
2022-02-19,New Hampshire,65,UAlbany,70
2022-02-19,Montana St.,76,Southern Utah,71
2022-02-19,VMI,80,Chattanooga,75
2022-02-19,Tennessee,48,Arkansas,58
2022-02-19,St. Francis Brooklyn,80,Saint Francis (PA),72
2022-02-19,North Carolina,65,Virginia Tech,57
2022-02-19,Alabama St.,83,Florida A&M,86
2022-02-19,Northwestern,60,Minnesota,77
2022-02-19,Drexel,71,Elon,60
2022-02-19,Alabama A&M,62,Bethune-Cookman,60
2022-02-19,Gardner-Webb,76,Presbyterian,68
2022-02-19,UMES,63,South Carolina St.,70
2022-02-19,Air Force,67,Wyoming,75
2022-02-19,California Baptist,64,Seattle U,67
2022-02-19,Miami (OH),78,NIU,75
2022-02-19,N.C. A&T,63,Campbell,64
2022-02-19,Winthrop,84,UNC Asheville,79
2022-02-19,Lipscomb,75,North Ala.,72
2022-02-19,South Alabama,51,App State,69
2022-02-19,Murray St.,62,UT Martin,60
2022-02-19,McNeese,75,New Orleans,88
2022-02-19,Texas Southern,79,Mississippi Val.,59
2022-02-19,Binghamton,78,UMass Lowell,64
2022-02-19,Georgetown,66,Villanova,74
2022-02-19,Virginia,74,Miami (FL),71
2022-02-19,FGCU,64,North Florida,70
2022-02-19,Southeastern La.,84,UIW,92
2022-02-19,Tennessee Tech,73,Austin Peay,69
2022-02-19,SIUE,62,Belmont,73
2022-02-19,Ball St.,91,Bowling Green,82
2022-02-19,Little Rock,50,Texas St.,68
2022-02-19,Western Ill.,65,South Dakota,78
2022-02-19,USC Upstate,78,Charleston So.,73
2022-02-19,Hartford,82,Stony Brook,88
2022-02-19,Utah,60,California,58
2022-02-19,Penn,89,Brown,88
2022-02-19,Texas A&M,67,Vanderbilt,72
2022-02-19,Northwestern St.,76,A&M-Corpus Christi,83
2022-02-19,Utah St.,57,Boise St.,68
2022-02-19,Duquesne,55,St. Bonaventure,81
2022-02-19,Florida St.,70,Duke,88
2022-02-19,Rhode Island,61,George Washington,72
2022-02-19,Drake,83,Loyola Chicago,76
2022-02-19,Kennesaw St.,56,Jacksonville,59
2022-02-19,Prairie View,92,Ark.-Pine Bluff,84
2022-02-19,Eastern Wash.,80,Idaho,83
2022-02-19,Grambling,61,Southern U.,57
2022-02-19,Cornell,72,Harvard,77
2022-02-19,UIC,96,Robert Morris,88
2022-02-19,Princeton,81,Yale,75
2022-02-19,Stetson,82,Liberty,88
2022-02-19,James Madison,77,UNCW,78
2022-02-19,Georgia Tech,68,Pittsburgh,62
2022-02-19,Charlotte,99,Marshall,84
2022-02-19,Hampton,72,Longwood,76
2022-02-19,Rice,78,FIU,80
2022-02-19,Columbia,50,Dartmouth,79
2022-02-19,UTSA,71,Louisiana Tech,95
2022-02-19,Old Dominion,64,Western Ky.,73
2022-02-19,Central Mich.,66,Toledo,68
2022-02-19,Eastern Ky.,76,Central Ark.,83
2022-02-19,Sacramento St.,80,Idaho St.,75
2022-02-19,Kansas,71,West Virginia,58
2022-02-19,DePaul,64,Seton Hall,66
2022-02-19,Sam Houston,67,UTRGV,61
2022-02-19,Oregon St.,53,Arizona St.,73
2022-02-19,CSU Bakersfield,79,UC Davis,81
2022-02-19,Northern Colo.,83,Weber St.,79
